trait_id,source_type,source_id,source_file,game_version,steam_build
HadesDeathDefianceDamageBoon,unit,NPC_Hades_Field_01,NPCData_Hades.lua,1.139672,24556151
HadesInvisibilityRetaliateBoon,unit,Chronos,EnemyData_Chronos.lua,1.139672,24556151
HadesInvisibilityRetaliateBoon,unit,NPC_Hades_Field_01,NPCData_Hades.lua,1.139672,24556151
HadesLifestealBoon,unit,Chronos,EnemyData_Chronos.lua,1.139672,24556151
HadesLifestealBoon,unit,NPC_Hades_Field_01,NPCData_Hades.lua,1.139672,24556151
HadesManaUrnBoon,unit,Chronos,EnemyData_Chronos.lua,1.139672,24556151
HadesManaUrnBoon,unit,NPC_Hades_Field_01,NPCData_Hades.lua,1.139672,24556151
HadesPreDamageBoon,unit,Chronos,EnemyData_Chronos.lua,1.139672,24556151
HadesPreDamageBoon,unit,NPC_Hades_Field_01,NPCData_Hades.lua,1.139672,24556151
HealAmplifyTrait,unit,NPC_Circe_01,NPCData_Circe.lua,1.139672,24556151
HealingOnDeathCurse,unit,NPC_Medea_01,NPCData_Medea.lua,1.139672,24556151
HealthRewardBonusBoon,loot,AphroditeUpgrade,LootData_Aphrodite.lua,1.139672,24556151
HeavyArmorBoon,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
HephaestusCastBoon,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
HephaestusManaBoon,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
HephaestusSpecialBoon,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
HephaestusSprintBoon,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
HephaestusWeaponBoon,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
HeraCastBoon,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
HeraManaBoon,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
HeraSpecialBoon,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
HeraSprintBoon,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
HeraWeaponBoon,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
HermesCastDiscountBoon,loot,HermesUpgrade,LootData_Hermes.lua,1.139672,24556151
HermesSpecialBoon,loot,HermesUpgrade,LootData_Hermes.lua,1.139672,24556151
HermesWeaponBoon,loot,HermesUpgrade,LootData_Hermes.lua,1.139672,24556151
HestiaCastBoon,loot,HestiaUpgrade,LootData_Hestia.lua,1.139672,24556151
HestiaManaBoon,loot,HestiaUpgrade,LootData_Hestia.lua,1.139672,24556151
HestiaSpecialBoon,loot,HestiaUpgrade,LootData_Hestia.lua,1.139672,24556151
HestiaSprintBoon,loot,HestiaUpgrade,LootData_Hestia.lua,1.139672,24556151
HestiaWeaponBoon,loot,HestiaUpgrade,LootData_Hestia.lua,1.139672,24556151
HiddenMaxHealthBoon,unit,NPC_Dionysus_01,NPCData_Dionysus.lua,1.139672,24556151
HighArmorCostume,unit,NPC_Arachne_01,NPCData_Arachne.lua,1.139672,24556151
HighHealthCritBoon,unit,NPC_Artemis_Field_01,NPCData_Artemis.lua,1.139672,24556151
HighHealthOffenseBoon,loot,AphroditeUpgrade,LootData_Aphrodite.lua,1.139672,24556151
IncomeCostume,unit,NPC_Arachne_01,NPCData_Arachne.lua,1.139672,24556151
InsideCastCritBoon,unit,NPC_Artemis_Field_01,NPCData_Artemis.lua,1.139672,24556151
InstantRootKill,loot,DemeterUpgrade,LootData_Demeter.lua,1.139672,24556151
InvulnerabilityCastBoon,unit,NPC_Athena_01,NPCData_Athena.lua,1.139672,24556151
InvulnerabilityDashBoon,unit,NPC_Athena_01,NPCData_Athena.lua,1.139672,24556151
KeepsakeLevelBoon,loot,DemeterUpgrade,LootData_Demeter.lua,1.139672,24556151
KeepsakeLevelBoon,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
LaserApolloTalent,unit,NPC_Athena_01,NPCData_Athena.lua,1.139672,24556151
LeapHephaestusTalent,unit,NPC_Athena_01,NPCData_Athena.lua,1.139672,24556151
LightningDebuffGeneratorBoon,loot,ZeusUpgrade,LootData_Zeus.lua,1.139672,24556151
LightningVulnerabilityBoon,loot,PoseidonUpgrade,LootData_Poseidon.lua,1.139672,24556151
LightningVulnerabilityBoon,loot,ZeusUpgrade,LootData_Zeus.lua,1.139672,24556151
LinkedDeathDamageBoon,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
LobAmmoMagnetismTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobAmmoTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobCloseAttackAspect,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
LobCloseAttackAspect,unit,Hecate,EnemyData_Hecate.lua,1.139672,24556151
LobCloseAttackAspect,unit,NPC_Medea_01,NPCData_Medea.lua,1.139672,24556151
LobCloseAttackAspect,unit,Polyphemus,EnemyData_Polyphemus.lua,1.139672,24556151
LobCloseAttackAspect,unit,Zagreus,EnemyData_Zagreus.lua,1.139672,24556151
LobGrowthTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobGunAspect,loot,DemeterUpgrade,LootData_Demeter.lua,1.139672,24556151
LobGunAspect,unit,Hecate,EnemyData_Hecate.lua,1.139672,24556151
LobGunAspect,unit,NPC_Medea_01,NPCData_Medea.lua,1.139672,24556151
LobGunAspect,unit,Polyphemus,EnemyData_Polyphemus.lua,1.139672,24556151
LobGunAttackDoublerTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobGunAttackRangeTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobGunBounceTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobGunOverheatTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobGunSpecialBounceTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobImpulseAspect,loot,DemeterUpgrade,LootData_Demeter.lua,1.139672,24556151
LobImpulseAspect,unit,Hecate,EnemyData_Hecate.lua,1.139672,24556151
LobImpulseAspect,unit,NPC_Hades_Field_01,NPCData_Hades.lua,1.139672,24556151
LobImpulseAspect,unit,NPC_Medea_01,NPCData_Medea.lua,1.139672,24556151
LobInOutSpecialExTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobOneSideTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobPulseAmmoCollectTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobPulseAmmoTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobRushArmorTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobSpecialSpeedTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobSpreadShotTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobStraightShotTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LobSturdySpecialTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
LowHealthCritKeepsake,unit,NPC_Artemis_Field_01,NPCData_Artemis.lua,1.139672,24556151
LowHealthLifestealBoon,loot,AresUpgrade,LootData_Ares.lua,1.139672,24556151
LuckyBoon,loot,HermesUpgrade,LootData_Hermes.lua,1.139672,24556151
ManaBurstBoon,loot,AphroditeUpgrade,LootData_Aphrodite.lua,1.139672,24556151
ManaBurstCountBoon,loot,AphroditeUpgrade,LootData_Aphrodite.lua,1.139672,24556151
ManaBurstCountBoon,loot,ApolloUpgrade,LootData_Apollo.lua,1.139672,24556151
ManaCostume,unit,NPC_Arachne_01,NPCData_Arachne.lua,1.139672,24556151
ManaOverTimeCurse,unit,NPC_Medea_01,NPCData_Medea.lua,1.139672,24556151
ManaOverTimeRefundKeepsake,unit,Hecate,EnemyData_Hecate.lua,1.139672,24556151
ManaRestoreDamageBoon,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
ManaRestoreDamageBoon,loot,HestiaUpgrade,LootData_Hestia.lua,1.139672,24556151
ManaShieldBoon,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
ManaShieldBoon,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
ManaSpearBoon,unit,NPC_Athena_01,NPCData_Athena.lua,1.139672,24556151
ManaToHealthBoon,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
MassiveCastBoon,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
MassiveCastBoon,loot,PoseidonUpgrade,LootData_Poseidon.lua,1.139672,24556151
MassiveDamageBoon,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
MassiveKnockupBoon,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
MaxHealthDamageBoon,loot,AphroditeUpgrade,LootData_Aphrodite.lua,1.139672,24556151
MaxHealthDamageBoon,loot,DemeterUpgrade,LootData_Demeter.lua,1.139672,24556151
MeteorHestiaTalent,unit,NPC_Athena_01,NPCData_Athena.lua,1.139672,24556151
MissingHealthCritBoon,loot,AresUpgrade,LootData_Ares.lua,1.139672,24556151
MoneyDamageBoon,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
MoneyDamageBoon,loot,PoseidonUpgrade,LootData_Poseidon.lua,1.139672,24556151
MoneyMultiplierBoon,loot,HermesUpgrade,LootData_Hermes.lua,1.139672,24556151
MoneyOnDeathCurse,unit,NPC_Medea_01,NPCData_Medea.lua,1.139672,24556151
MoonBeamAresTalent,unit,NPC_Athena_01,NPCData_Athena.lua,1.139672,24556151
NarcissusA,unit,NPC_Narcissus_01,NPCData_Narcissus.lua,1.139672,24556151
NarcissusB,unit,NPC_Narcissus_01,NPCData_Narcissus.lua,1.139672,24556151
NarcissusC,unit,NPC_Narcissus_01,NPCData_Narcissus.lua,1.139672,24556151
NarcissusD,unit,NPC_Narcissus_01,NPCData_Narcissus.lua,1.139672,24556151
NarcissusE,unit,NPC_Narcissus_01,NPCData_Narcissus.lua,1.139672,24556151
NarcissusF,unit,NPC_Narcissus_01,NPCData_Narcissus.lua,1.139672,24556151
NarcissusG,unit,NPC_Narcissus_01,NPCData_Narcissus.lua,1.139672,24556151
NarcissusH,unit,NPC_Narcissus_01,NPCData_Narcissus.lua,1.139672,24556151
NarcissusI,unit,NPC_Narcissus_01,NPCData_Narcissus.lua,1.139672,24556151
NewStatusDamage,unit,NPC_Medea_01,NPCData_Medea.lua,1.139672,24556151
OlympianSpellCountBoon,unit,NPC_Athena_01,NPCData_Athena.lua,1.139672,24556151
OmegaCastVolleyBoon,unit,NPC_Artemis_Field_01,NPCData_Artemis.lua,1.139672,24556151
OmegaDelayedDamageBoon,loot,AresUpgrade,LootData_Ares.lua,1.139672,24556151
OmegaExplodeBoon,unit,NPC_Icarus_01,NPCData_Icarus.lua,1.139672,24556151
OmegaHeraProjectileBoon,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
OmegaPoseidonProjectileBoon,loot,PoseidonUpgrade,LootData_Poseidon.lua,1.139672,24556151
OmegaZeroBurnBoon,loot,HestiaUpgrade,LootData_Hestia.lua,1.139672,24556151
PerfectDamageBonusBoon,loot,ApolloUpgrade,LootData_Apollo.lua,1.139672,24556151
PlantHealthBoon,loot,DemeterUpgrade,LootData_Demeter.lua,1.139672,24556151
PolymorphZeusTalent,unit,NPC_Athena_01,NPCData_Athena.lua,1.139672,24556151
PoseidonCastBoon,loot,PoseidonUpgrade,LootData_Poseidon.lua,1.139672,24556151
PoseidonExCastBoon,loot,PoseidonUpgrade,LootData_Poseidon.lua,1.139672,24556151
PoseidonManaBoon,loot,PoseidonUpgrade,LootData_Poseidon.lua,1.139672,24556151
PoseidonSpecialBoon,loot,PoseidonUpgrade,LootData_Poseidon.lua,1.139672,24556151
PoseidonSplashSprintBoon,loot,ApolloUpgrade,LootData_Apollo.lua,1.139672,24556151
PoseidonSplashSprintBoon,loot,PoseidonUpgrade,LootData_Poseidon.lua,1.139672,24556151
PoseidonSprintBoon,loot,PoseidonUpgrade,LootData_Poseidon.lua,1.139672,24556151
PoseidonStatusBoon,loot,PoseidonUpgrade,LootData_Poseidon.lua,1.139672,24556151
PoseidonWeaponBoon,loot,PoseidonUpgrade,LootData_Poseidon.lua,1.139672,24556151
PotionPoseidonTalent,unit,NPC_Athena_01,NPCData_Athena.lua,1.139672,24556151
PowerDrinkBoon,unit,NPC_Dionysus_01,NPCData_Dionysus.lua,1.139672,24556151
RaiseDeadBoon,loot,ApolloUpgrade,LootData_Apollo.lua,1.139672,24556151
RaiseDeadBoon,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
RandomArcanaTrait,unit,NPC_Circe_01,NPCData_Circe.lua,1.139672,24556151
RandomBaseDamageBoon,unit,NPC_Dionysus_01,NPCData_Dionysus.lua,1.139672,24556151
RandomBlessingKeepsake,loot,TrialUpgrade,LootData_Chaos.lua,1.139672,24556151
RandomStatusBoon,loot,AphroditeUpgrade,LootData_Aphrodite.lua,1.139672,24556151
RapidSwordBoon,loot,AresUpgrade,LootData_Ares.lua,1.139672,24556151
RapidSwordBoon,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
RarifyKeepsake,unit,Zagreus,EnemyData_Zagreus.lua,1.139672,24556151
ReboundingSparkBoon,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
ReboundingSparkBoon,loot,ZeusUpgrade,LootData_Zeus.lua,1.139672,24556151
RemoveShrineTrait,unit,NPC_Circe_01,NPCData_Circe.lua,1.139672,24556151
RendBloodDropBoon,loot,AresUpgrade,LootData_Ares.lua,1.139672,24556151
ReserveManaHitShieldBoon,loot,DemeterUpgrade,LootData_Demeter.lua,1.139672,24556151
RestockBoon,loot,HermesUpgrade,LootData_Hermes.lua,1.139672,24556151
RetaliateInvulnerabilityBoon,unit,NPC_Athena_01,NPCData_Athena.lua,1.139672,24556151
RoomRewardBonusBoon,loot,PoseidonUpgrade,LootData_Poseidon.lua,1.139672,24556151
RootDurationBoon,loot,DemeterUpgrade,LootData_Demeter.lua,1.139672,24556151
RootStrikeBoon,loot,DemeterUpgrade,LootData_Demeter.lua,1.139672,24556151
RootStrikeBoon,loot,ZeusUpgrade,LootData_Zeus.lua,1.139672,24556151
SelfCastBoon,loot,AresUpgrade,LootData_Ares.lua,1.139672,24556151
SelfCastBoon,loot,DemeterUpgrade,LootData_Demeter.lua,1.139672,24556151
SkipEncounterKeepsake,unit,NPC_Dionysus_01,NPCData_Dionysus.lua,1.139672,24556151
SlamManaBurstBoon,loot,AphroditeUpgrade,LootData_Aphrodite.lua,1.139672,24556151
SlamManaBurstBoon,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
SlowExAttackBoon,loot,DemeterUpgrade,LootData_Demeter.lua,1.139672,24556151
SlowProjectileBoon,loot,HermesUpgrade,LootData_Hermes.lua,1.139672,24556151
SlowProjectileCurse,unit,NPC_Medea_01,NPCData_Medea.lua,1.139672,24556151
SorceryCritBoon,unit,NPC_Artemis_Field_01,NPCData_Artemis.lua,1.139672,24556151
SorceryRegenMetaUpgrade,loot,SpellDrop,LootData_Selene.lua,1.139672,24556151
SorcerySpeedBoon,loot,HermesUpgrade,LootData_Hermes.lua,1.139672,24556151
SpawnCastDamageBoon,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
SpawnDamageCurse,unit,NPC_Medea_01,NPCData_Medea.lua,1.139672,24556151
SpawnKillBoon,loot,ZeusUpgrade,LootData_Zeus.lua,1.139672,24556151
SpellCostume,unit,NPC_Arachne_01,NPCData_Arachne.lua,1.139672,24556151
SpellLaserTrait,unit,NPC_Artemis_Field_01,NPCData_Artemis.lua,1.139672,24556151
SpellLeapTrait,unit,NPC_Artemis_Field_01,NPCData_Artemis.lua,1.139672,24556151
SpellMeteorTrait,unit,NPC_Artemis_Field_01,NPCData_Artemis.lua,1.139672,24556151
SpellMoonBeamTrait,unit,NPC_Artemis_Field_01,NPCData_Artemis.lua,1.139672,24556151
SpellPolymorphTrait,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
SpellPolymorphTrait,unit,NPC_Artemis_Field_01,NPCData_Artemis.lua,1.139672,24556151
SpellSummonTrait,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
SpellSummonTrait,unit,NPC_Artemis_Field_01,NPCData_Artemis.lua,1.139672,24556151
SpellSummonTrait,unit,Scylla,EnemyData_Scylla.lua,1.139672,24556151
SpellTalentKeepsake,loot,SpellDrop,LootData_Selene.lua,1.139672,24556151
SpellTransformTrait,unit,Hecate,EnemyData_Hecate.lua,1.139672,24556151
SpellTransformTrait,unit,NPC_Artemis_Field_01,NPCData_Artemis.lua,1.139672,24556151
SpellTransformTrait,unit,NPC_Circe_01,NPCData_Circe.lua,1.139672,24556151
SprintEchoBoon,loot,AphroditeUpgrade,LootData_Aphrodite.lua,1.139672,24556151
SprintEchoBoon,loot,ZeusUpgrade,LootData_Zeus.lua,1.139672,24556151
SprintShieldBoon,loot,HermesUpgrade,LootData_Hermes.lua,1.139672,24556151
StaffAttackRecoveryTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
StaffClearCastAspect,unit,Hecate,EnemyData_Hecate.lua,1.139672,24556151
StaffClearCastAspect,unit,NPC_Circe_01,NPCData_Circe.lua,1.139672,24556151
StaffDashAttackTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
StaffDoubleAttackTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
StaffExAoETrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
StaffExHealTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
StaffFastSpecialTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
StaffJumpSpecialTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
StaffLoneShadeRallyTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
StaffLoneShadeRespawnTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
StaffLongAttackTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
StaffOneWayAttackTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
StaffPowershotTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
StaffRaiseDeadAspect,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
StaffRaiseDeadAspect,unit,Hecate,EnemyData_Hecate.lua,1.139672,24556151
StaffRaiseDeadAspect,unit,NPC_Circe_01,NPCData_Circe.lua,1.139672,24556151
StaffRaiseDeadBigTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
StaffRaiseDeadDoubleTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
StaffSecondStageTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
StaffSelfHitAspect,loot,ApolloUpgrade,LootData_Apollo.lua,1.139672,24556151
StaffSelfHitAspect,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
StaffSelfHitAspect,loot,HermesUpgrade,LootData_Hermes.lua,1.139672,24556151
StaffSelfHitAspect,unit,NPC_Circe_01,NPCData_Circe.lua,1.139672,24556151
StaffTripleShotTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SteamBoon,loot,HestiaUpgrade,LootData_Hestia.lua,1.139672,24556151
SteamBoon,loot,PoseidonUpgrade,LootData_Poseidon.lua,1.139672,24556151
StormSpawnBoon,loot,ApolloUpgrade,LootData_Apollo.lua,1.139672,24556151
StormSpawnBoon,loot,DemeterUpgrade,LootData_Demeter.lua,1.139672,24556151
SuitArmorTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitAttackRangeTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitAttackSizeTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitAttackSpeedTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitComboAspect,loot,SpellDrop,LootData_Selene.lua,1.139672,24556151
SuitComboAspect,unit,Hecate,EnemyData_Hecate.lua,1.139672,24556151
SuitComboBlockBuffTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitComboDashAttackTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitComboDoubleSpecialTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitComboForwardRocketTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitDashAttackTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitFullChargeTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitHexAspect,loot,SpellDrop,LootData_Selene.lua,1.139672,24556151
SuitHexAspect,store,SurfaceShop,StoreData.lua,1.139672,24556151
SuitHexAspect,unit,Hecate,EnemyData_Hecate.lua,1.139672,24556151
SuitHexAspect,unit,Zagreus,EnemyData_Zagreus.lua,1.139672,24556151
SuitMarkCritAspect,loot,AresUpgrade,LootData_Ares.lua,1.139672,24556151
SuitMarkCritAspect,loot,SpellDrop,LootData_Selene.lua,1.139672,24556151
SuitMarkCritAspect,loot,TrialUpgrade,LootData_Chaos.lua,1.139672,24556151
SuitMarkCritAspect,unit,Eris,EnemyData_Eris.lua,1.139672,24556151
SuitMarkCritAspect,unit,Hecate,EnemyData_Hecate.lua,1.139672,24556151
SuitMarkCritAspect,unit,NPC_Hades_Field_01,NPCData_Hades.lua,1.139672,24556151
SuitMarkCritAspect,unit,NPC_Nyx_Story_01,NPCData.lua,1.139672,24556151
SuitPowershotTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitSpecialAutoTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitSpecialBlockTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitSpecialConsecutiveHitTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitSpecialDiscountTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitSpecialJumpTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SuitSpecialStartUpTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SummonHeraTalent,unit,NPC_Athena_01,NPCData_Athena.lua,1.139672,24556151
SuperSacrificeBoonHera,loot,HeraUpgrade,LootData_Hera.lua,1.139672,24556151
SuperSacrificeBoonZeus,loot,ZeusUpgrade,LootData_Zeus.lua,1.139672,24556151
SupplyDropBoon,unit,NPC_Icarus_01,NPCData_Icarus.lua,1.139672,24556151
SupportingFireBoon,unit,NPC_Artemis_Field_01,NPCData_Artemis.lua,1.139672,24556151
SurfacePenalty,loot,StackUpgrade,LootData.lua,1.139672,24556151
SurfacePenalty,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
SurfacePenalty,unit,SoulPylon,EnemyData_Traps.lua,1.139672,24556151
TempHammerKeepsake,unit,NPC_Icarus_01,NPCData_Icarus.lua,1.139672,24556151
TemporaryBoonRarityTrait,store,RoomShop,StoreData.lua,1.139672,24556151
TemporaryDiscountTrait,store,RoomShop,StoreData.lua,1.139672,24556151
TemporaryDoorHealTrait,store,RoomShop,StoreData.lua,1.139672,24556151
TemporaryEmptySlotDamageTrait,store,RoomShop,StoreData.lua,1.139672,24556151
TemporaryForcedSecretDoorTrait,loot,TrialUpgrade,LootData_Chaos.lua,1.139672,24556151
TemporaryForcedSecretDoorTrait,store,RoomShop,StoreData.lua,1.139672,24556151
TemporaryHealExpirationTrait,store,RoomShop,StoreData.lua,1.139672,24556151
TemporaryImprovedCastTrait,store,RoomShop,StoreData.lua,1.139672,24556151
TemporaryImprovedDefenseTrait,store,RoomShop,StoreData.lua,1.139672,24556151
TemporaryImprovedExTrait,store,RoomShop,StoreData.lua,1.139672,24556151
TemporaryImprovedSecondaryTrait,store,RoomShop,StoreData.lua,1.139672,24556151
TemporaryMoveSpeedTrait,store,RoomShop,StoreData.lua,1.139672,24556151
TimeSlowDemeterTalent,unit,NPC_Athena_01,NPCData_Athena.lua,1.139672,24556151
TimeStopLastStandBoon,loot,HermesUpgrade,LootData_Hermes.lua,1.139672,24556151
TimedBuffKeepsake,loot,HermesUpgrade,LootData_Hermes.lua,1.139672,24556151
TimedBuffKeepsake,unit,NPC_Charon_01,NPCData_Charon.lua,1.139672,24556151
TimedCritVulnerabilityBoon,unit,NPC_Artemis_Field_01,NPCData_Artemis.lua,1.139672,24556151
TimedKillBuffBoon,loot,HermesUpgrade,LootData_Hermes.lua,1.139672,24556151
TorchAttackSpeedTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
TorchAutofireAspect,loot,HestiaUpgrade,LootData_Hestia.lua,1.139672,24556151
TorchAutofireAspect,unit,Hecate,EnemyData_Hecate.lua,1.139672,24556151
TorchAutofireAspect,unit,InfestedCerberus,EnemyData_InfestedCerberus.lua,1.139672,24556151
TorchAutofireAspect,unit,NPC_Moros_01,NPCData_Moros.lua,1.139672,24556151
TorchAutofireSprintTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
TorchDetonateAspect,loot,HestiaUpgrade,LootData_Hestia.lua,1.139672,24556151
TorchDetonateAspect,unit,Hecate,EnemyData_Hecate.lua,1.139672,24556151
TorchDetonateAspect,unit,NPC_Moros_01,NPCData_Moros.lua,1.139672,24556151
TorchDetonateAspect,unit,NPC_Odysseus_01,NPCData_Odysseus.lua,1.139672,24556151
TorchDiscountExAttackTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
TorchEnhancedAttackTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
TorchExSpecialCountTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
TorchLongevityTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
TorchMoveSpeedTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
TorchOrbitPointTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
TorchSpecialImpactTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
TorchSpecialLineTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
TorchSpecialSpeedTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
TorchSpinAttackTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
TorchSplitAttackTrait,loot,WeaponUpgrade,LootData.lua,1.139672,24556151
TorchSprintRecallAspect,loot,AphroditeUpgrade,LootData_Aphrodite.lua,1.139672,24556151
TorchSprintRecallAspect,loot,HestiaUpgrade,LootData_Hestia.lua,1.139672,24556151
TorchSprintRecallAspect,loot,SpellDrop,LootData_Selene.lua,1.139672,24556151
TorchSprintRecallAspect,unit,Hecate,EnemyData_Hecate.lua,1.139672,24556151
TorchSprintRecallAspect,unit,NPC_Moros_01,NPCData_Moros.lua,1.139672,24556151
TransformAphroditeTalent,unit,NPC_Athena_01,NPCData_Athena.lua,1.139672,24556151
UnpickedBoonKeepsake,unit,NPC_Echo_01,NPCData_Echo.lua,1.139672,24556151
UpgradeHammerBoon,unit,NPC_Icarus_01,NPCData_Icarus.lua,1.139672,24556151
VitalityCostume,unit,NPC_Arachne_01,NPCData_Arachne.lua,1.139672,24556151
WeakPotencyBoon,loot,AphroditeUpgrade,LootData_Aphrodite.lua,1.139672,24556151
WeakVulnerabilityBoon,loot,AphroditeUpgrade,LootData_Aphrodite.lua,1.139672,24556151
WeaponUpgradeBoon,loot,HephaestusUpgrade,LootData_Hephaestus.lua,1.139672,24556151
WetState,loot,DemeterUpgrade,LootData_Demeter.lua,1.139672,24556151
WetState,loot,PoseidonUpgrade,LootData_Poseidon.lua,1.139672,24556151
WetState,loot,ZeusUpgrade,LootData_Zeus.lua,1.139672,24556151
WetState,unit,NPC_Medea_01,NPCData_Medea.lua,1.139672,24556151
